customer_id,signup_date,company_size,industry,country,plan_type,contract_length,monthly_revenue,total_revenue,payment_method,payment_failures,discount_received,monthly_active_days,feature_adoption_score,support_tickets_count,login_frequency,session_duration_avg,api_calls_count,days_since_last_login,feature_usage_decline,customer_health_score,nps_score,product_feedback_submitted,churned,churn_date,retention_campaign_received
CUST_02609,2023-08-24,Medium,Technology,UK,Basic,Month-to-month,47.25,750.17,Credit Card,1,1,14.0,86.5,4,3.2,32.3,30,0.8,0,75.6,64.0,0,0,,1
CUST_02610,2023-07-22,Large,Finance,USA,Basic,Month-to-month,49.9,894.53,Credit Card,1,0,8.0,83.2,3,2.6,12.5,214,0.2,0,66.9,-70.0,1,0,,0
CUST_02611,2023-09-13,Large,Retail,USA,Enterprise,Multi-year,1288.02,19712.32,PayPal,1,0,6.0,57.6,4,2.4,34.0,2,2.6,0,62.7,41.0,0,0,,0
CUST_02612,2024-08-20,Large,Education,USA,Basic,Month-to-month,50.6,202.82,Credit Card,0,0,12.0,43.6,2,3.1,20.1,17,0.7,0,72.7,-11.0,0,0,,0
CUST_02613,2024-10-23,Small,Finance,USA,Pro,Annual,207.21,359.2,PayPal,0,0,9.0,73.1,3,1.8,23.9,35,1.0,0,68.0,43.0,1,0,,0
CUST_02614,2023-08-23,Small,Technology,UK,Free,Month-to-month,0.0,0.0,Invoice,2,1,8.0,78.6,3,1.1,62.9,26,1.9,0,66.0,42.0,1,0,,0
CUST_02615,2023-12-11,Medium,Education,USA,Enterprise,Multi-year,1210.02,12650.04,Invoice,1,0,,64.8,1,1.7,41.3,105,2.4,1,54.8,20.0,1,0,,1
CUST_02616,2024-06-17,Medium,Education,UK,Basic,Month-to-month,39.33,301.41,Credit Card,0,0,11.0,77.0,1,2.3,25.3,25,7.4,1,47.8,2.0,0,0,,1
CUST_02617,2024-04-10,Enterprise,Finance,USA,Pro,Annual,177.31,1211.54,PayPal,0,1,11.0,62.8,2,3.7,22.0,39,1.3,1,50.8,25.0,0,0,,1
CUST_02618,2024-06-24,Small,Technology,Australia,Enterprise,Multi-year,915.57,6594.87,Credit Card,1,1,8.0,60.5,1,2.3,48.3,25,1.6,1,46.2,11.0,0,0,,0
CUST_02619,2023-08-01,Small,Education,Canada,Enterprise,Multi-year,1087.29,14299.87,Credit Card,1,1,13.0,78.1,1,2.8,9.0,32,19.2,0,64.9,73.0,0,0,,0
CUST_02620,2024-04-07,Medium,Retail,Australia,Basic,Month-to-month,46.78,372.56,PayPal,0,0,8.0,51.0,4,5.8,16.4,21,1.4,0,66.3,62.0,0,0,,0
CUST_02621,2024-03-11,Large,Education,Canada,Enterprise,Multi-year,1079.3,8988.47,Invoice,0,0,15.0,75.4,1,3.1,37.0,14,0.4,0,77.3,73.0,1,0,,0
CUST_02622,2023-10-10,Enterprise,Finance,USA,Pro,Annual,147.93,1810.86,Invoice,1,1,4.0,63.2,1,3.3,1.2,148,5.2,0,58.4,57.0,0,0,,0
CUST_02623,2024-07-15,Small,Healthcare,UK,Pro,Annual,205.44,1131.68,Credit Card,0,0,17.0,90.7,2,4.8,39.9,32,1.3,0,79.8,33.0,0,0,,0
CUST_02624,2024-08-29,Small,Retail,Canada,Pro,Annual,174.43,764.44,PayPal,0,1,13.0,60.1,0,2.4,30.0,34,0.1,0,74.4,28.0,0,0,,0
CUST_02625,2024-04-07,Medium,Education,Australia,Free,Month-to-month,0.0,0.0,Credit Card,0,0,9.0,86.8,4,1.8,40.0,288,14.4,1,41.3,-39.0,0,1,2024-09-01,1
CUST_02626,2024-02-11,Small,Education,USA,Basic,Month-to-month,43.71,449.29,Invoice,1,0,17.0,84.6,2,0.4,9.1,125,6.8,1,57.1,47.0,0,0,,0
CUST_02627,2023-03-29,Enterprise,Technology,USA,Basic,Month-to-month,45.14,992.21,Credit Card,1,0,14.0,90.4,0,4.4,1.6,129,1.8,0,75.1,,1,0,,0
CUST_02628,2023-02-13,Medium,Healthcare,Australia,Enterprise,Multi-year,861.29,19692.12,Credit Card,0,0,8.0,62.0,3,,29.0,9,11.2,1,41.4,12.0,0,0,,0
CUST_02629,2024-04-05,Small,Finance,UK,Basic,Month-to-month,43.54,380.59,Credit Card,1,0,8.0,72.9,3,4.5,27.1,72,0.0,1,47.0,-6.0,0,1,2024-09-23,0
CUST_02630,2023-10-05,Small,Retail,UK,Basic,Month-to-month,48.81,634.6,PayPal,0,0,11.0,97.4,0,5.7,6.0,154,4.1,0,69.4,-39.0,0,0,,0
CUST_02631,2024-11-13,Small,Retail,UK,Basic,Month-to-month,47.2,56.85,Invoice,0,0,18.0,81.3,3,1.5,11.0,54,0.9,1,61.6,16.0,0,0,,0
CUST_02632,2024-02-25,Large,Education,USA,Free,Month-to-month,0.0,0.0,Invoice,1,0,17.0,63.2,2,1.8,22.6,109,6.1,1,57.5,87.0,1,0,,0
CUST_02633,2024-12-01,Small,Finance,Canada,Pro,Annual,167.53,137.7,Credit Card,0,0,14.0,81.6,2,3.6,12.4,146,8.4,1,51.8,-1.0,0,0,,1
CUST_02634,2023-12-19,Small,Technology,Australia,Basic,Month-to-month,45.37,690.02,Credit Card,1,0,10.0,52.7,0,5.6,,2,4.4,1,47.8,51.0,0,1,2024-06-23,1
CUST_02635,2024-11-26,Enterprise,Technology,Australia,Enterprise,Multi-year,1105.08,705.4,Credit Card,0,0,17.0,52.5,2,3.0,38.7,99,10.2,0,75.4,73.0,0,0,,0
CUST_02636,2024-05-29,Small,Finance,USA,Basic,Month-to-month,49.71,283.43,Invoice,1,0,20.0,71.2,1,4.9,24.8,22,5.4,0,82.3,-27.0,1,0,,0
CUST_02637,2024-12-03,Large,Finance,Canada,Basic,Month-to-month,50.86,53.16,Credit Card,0,0,10.0,95.6,2,,20.8,78,2.9,0,68.6,-55.0,0,0,,0
CUST_02638,2024-09-21,Small,Education,USA,Free,Month-to-month,0.0,0.0,PayPal,0,0,15.0,85.0,1,1.1,9.3,267,4.1,0,75.4,32.0,0,0,,0
CUST_02639,2023-01-19,Medium,Healthcare,Germany,Free,Month-to-month,0.0,0.0,Invoice,0,0,5.0,86.5,3,1.2,32.0,38,0.3,1,42.3,48.0,0,0,,1
CUST_02640,2023-01-23,Small,Healthcare,UK,Pro,Annual,223.78,4818.18,Credit Card,2,1,10.0,76.6,3,6.3,10.5,140,0.0,0,70.0,26.0,0,0,,0
CUST_02641,2024-02-17,Small,Education,Australia,Pro,Annual,202.65,1946.17,Credit Card,0,0,13.0,69.2,0,5.2,27.6,8,5.6,1,51.7,17.0,1,0,,0
CUST_02642,2023-01-30,Medium,Education,Canada,Enterprise,Multi-year,940.03,17941.8,Credit Card,1,0,10.0,69.1,3,3.1,37.8,36,5.4,1,47.3,-5.0,0,0,,0
CUST_02643,2023-04-18,Small,Healthcare,Germany,Basic,Month-to-month,49.47,1024.19,Invoice,0,0,6.0,88.1,3,,12.2,75,0.5,1,43.8,93.0,0,0,,1
CUST_02644,2024-01-02,Medium,Technology,Germany,Pro,Annual,201.17,2062.58,Invoice,0,0,13.0,90.7,0,3.9,13.9,22,3.4,1,52.8,49.0,0,0,,0
CUST_02645,2023-10-08,Small,Finance,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,1,15.0,84.6,1,3.8,4.4,42,6.9,1,54.0,91.0,0,1,2024-06-04,0
CUST_02646,2023-05-08,Medium,Healthcare,UK,Free,Month-to-month,0.0,0.0,Credit Card,0,1,8.0,91.2,2,3.5,35.6,222,3.0,0,65.5,7.0,0,0,,0
CUST_02647,2023-08-17,Enterprise,Retail,UK,Enterprise,Multi-year,1106.26,19360.53,Credit Card,0,1,10.0,70.8,2,0.9,32.0,50,3.3,0,68.4,71.0,1,0,,0
CUST_02648,2023-04-21,Small,Retail,USA,Pro,Annual,159.33,3113.56,Invoice,0,0,12.0,50.1,1,4.5,47.0,124,0.0,1,53.0,9.0,0,0,,0
CUST_02649,2023-05-16,Small,Healthcare,Germany,Free,Month-to-month,0.0,0.0,PayPal,1,0,18.0,88.3,0,1.7,31.1,155,7.5,0,78.3,38.0,0,0,,0
CUST_02650,2023-12-28,Large,Education,USA,Basic,Month-to-month,43.88,458.39,Credit Card,0,0,9.0,90.6,2,5.5,31.9,134,3.0,0,67.0,58.0,1,0,,0
CUST_02651,2023-07-05,Medium,Retail,USA,Basic,Month-to-month,45.94,759.79,Invoice,0,1,14.0,68.8,1,4.9,15.9,57,1.2,0,75.4,100.0,0,0,,0
CUST_02652,2024-10-17,Small,Education,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,1,16.0,83.8,2,4.9,28.9,111,5.5,1,56.2,,0,0,,1
CUST_02653,2024-08-06,Medium,Education,UK,Enterprise,Multi-year,1183.49,4532.11,Credit Card,1,1,8.0,30.0,1,5.4,33.8,77,0.4,0,66.8,22.0,0,0,,0
CUST_02654,2023-05-09,Small,Technology,Australia,Free,Month-to-month,0.0,0.0,Credit Card,1,1,14.0,95.9,3,0.0,13.0,114,5.0,0,73.5,24.0,1,0,,0
CUST_02655,2023-09-18,Small,Technology,Canada,Pro,Annual,204.04,2655.72,Invoice,0,0,10.0,98.6,4,3.3,12.2,9,4.8,0,67.6,-39.0,1,1,2024-05-07,0
CUST_02656,2024-05-29,Enterprise,Finance,USA,Enterprise,Multi-year,980.62,7860.2,Invoice,0,1,14.0,42.8,2,0.2,29.5,13,6.2,1,52.9,33.0,1,0,,1
CUST_02657,2024-03-24,Large,Healthcare,USA,Pro,Annual,197.15,1885.39,Credit Card,0,0,12.0,75.5,2,2.8,59.1,73,1.0,0,72.5,100.0,0,0,,0
CUST_02658,2023-04-14,Medium,Healthcare,Germany,Enterprise,Multi-year,1088.41,25157.18,Credit Card,0,0,4.0,81.4,1,6.6,29.6,0,5.1,0,58.4,13.0,0,0,,1
CUST_02659,2024-04-27,Small,Finance,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,0,17.0,68.8,3,,20.6,58,3.8,0,78.6,100.0,0,0,,0
CUST_02660,2023-08-12,Small,Education,Germany,Basic,Month-to-month,45.38,722.0,PayPal,1,0,12.0,99.1,6,2.7,56.7,7,3.2,0,71.4,,1,0,,0
CUST_02661,2024-05-05,Large,Finance,Germany,Basic,Month-to-month,51.04,316.99,Invoice,0,0,12.0,86.6,0,0.3,19.0,125,0.0,0,73.0,31.0,0,0,,0
CUST_02662,2024-04-17,Small,Education,Canada,Pro,Annual,202.23,1507.32,Invoice,2,0,16.0,77.2,1,5.1,,114,2.6,0,77.7,28.0,0,0,,0
CUST_02663,2023-01-10,Small,Healthcare,Germany,Pro,Annual,220.49,7010.55,Credit Card,0,0,12.0,62.1,0,1.8,47.0,273,2.6,0,71.7,20.0,0,0,,0
CUST_02664,2024-02-09,Small,Technology,USA,Pro,Annual,227.82,2321.92,Credit Card,0,1,13.0,97.4,1,3.2,4.8,1,0.5,0,74.2,27.0,1,0,,0
CUST_02665,2023-10-29,Medium,Technology,Germany,Free,Month-to-month,0.0,0.0,Credit Card,0,1,9.0,75.9,2,4.5,17.7,679,0.9,1,48.0,,0,1,2024-09-03,1
CUST_02666,2023-08-19,Small,Technology,USA,Pro,Annual,195.7,2862.83,PayPal,1,0,11.0,89.1,0,4.0,53.9,209,1.3,0,70.8,-2.0,0,0,,0
CUST_02667,2023-03-07,Small,Technology,UK,Pro,Annual,167.58,3482.37,PayPal,1,0,11.0,50.6,0,2.3,30.6,67,2.0,0,70.5,-100.0,0,0,,0
CUST_02668,2023-04-22,Large,Retail,UK,Pro,Annual,176.54,3803.08,Credit Card,1,0,8.0,76.1,1,1.9,4.8,187,1.1,0,66.5,2.0,1,0,,1
CUST_02669,2023-01-13,Medium,Technology,UK,Pro,Annual,203.28,6049.29,Invoice,3,1,19.0,30.7,1,0.6,28.5,31,10.1,1,58.4,70.0,0,0,,0
CUST_02670,2024-01-28,Small,Retail,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,0,18.0,65.2,1,0.4,20.7,246,1.2,0,81.4,35.0,0,0,,0
CUST_02671,2024-05-14,Large,Finance,Australia,Free,Month-to-month,0.0,0.0,Credit Card,1,1,6.0,73.5,0,2.1,34.6,79,1.7,0,63.1,41.0,0,0,,1
CUST_02672,2024-08-20,Small,Technology,Canada,Enterprise,Multi-year,779.81,3950.81,Credit Card,0,0,11.0,98.0,1,0.1,40.3,46,1.9,0,70.6,53.0,1,0,,0
CUST_02673,2023-08-22,Medium,Retail,Germany,Enterprise,Multi-year,954.69,13912.96,Credit Card,0,0,9.0,70.1,2,0.9,34.6,65,2.6,0,67.2,23.0,0,1,2024-10-22,0
CUST_02674,2024-08-24,Medium,Healthcare,UK,Basic,Month-to-month,50.13,186.37,PayPal,0,0,15.0,66.8,4,3.0,30.3,38,0.1,0,77.4,22.0,0,1,2024-12-21,0
CUST_02675,2023-11-10,Small,Healthcare,UK,Basic,Month-to-month,53.27,684.87,Credit Card,0,1,12.0,51.2,0,2.4,47.1,28,9.9,0,68.0,47.0,1,0,,0
CUST_02676,2024-07-19,Small,Finance,Germany,Pro,Annual,190.99,883.82,Credit Card,1,0,7.0,81.3,2,6.9,5.3,42,0.1,0,65.5,-12.0,0,0,,0
CUST_02677,2023-01-12,Large,Technology,Germany,Basic,Month-to-month,47.53,1217.07,Invoice,1,1,16.0,83.0,2,0.2,24.3,39,5.7,1,56.1,40.0,0,0,,0
CUST_02678,2023-07-28,Enterprise,Finance,Canada,Basic,Month-to-month,49.8,613.28,Invoice,0,0,15.0,60.4,2,4.4,23.2,148,4.1,1,55.5,-36.0,0,0,,1
CUST_02679,2023-01-14,Medium,Healthcare,Australia,Free,Month-to-month,0.0,0.0,Credit Card,1,1,8.0,88.5,1,3.7,,17,2.9,0,65.5,-34.0,1,0,,0
CUST_02680,2024-09-24,Small,Technology,UK,Free,Month-to-month,0.0,0.0,Credit Card,0,0,12.0,87.4,0,5.5,44.9,202,7.2,0,69.4,-13.0,0,0,,0
CUST_02681,2024-02-22,Small,Healthcare,USA,Basic,Month-to-month,46.85,618.87,Credit Card,0,0,10.0,73.3,0,5.1,28.2,38,17.0,0,61.5,16.0,0,0,,0
CUST_02682,2024-03-12,Small,Education,Australia,Free,Month-to-month,0.0,0.0,Invoice,0,0,18.0,81.0,2,5.7,22.9,41,8.4,1,57.8,57.0,0,0,,1
CUST_02683,2024-01-12,Small,Technology,Australia,Enterprise,Multi-year,1042.82,8811.34,Invoice,0,0,9.0,81.1,2,2.3,40.6,47,20.8,0,58.1,65.0,0,0,,0
CUST_02684,2023-01-20,Medium,Education,USA,Enterprise,Multi-year,934.6,18322.31,Credit Card,0,0,7.0,50.4,2,2.5,22.3,260,3.9,0,63.5,71.0,0,0,,0
CUST_02685,2024-08-09,Medium,Technology,USA,Basic,Month-to-month,48.93,181.73,Credit Card,0,0,8.0,88.3,0,,21.8,35,1.4,0,66.3,-40.0,1,0,,0
CUST_02686,2023-03-11,Small,Retail,UK,Free,Month-to-month,0.0,0.0,Invoice,0,1,12.0,73.4,3,5.1,19.7,43,1.9,0,72.0,-60.0,1,0,,0
CUST_02687,2023-07-30,Small,Retail,Australia,Basic,Month-to-month,47.6,511.48,Credit Card,0,0,9.0,79.8,2,3.0,29.7,6,3.3,0,66.9,30.0,0,0,,0
CUST_02688,2023-04-11,Medium,Finance,USA,Basic,Month-to-month,54.0,1226.69,Credit Card,0,1,10.0,91.7,0,2.6,16.0,18,2.7,1,48.7,44.0,0,0,,0
CUST_02689,2024-11-28,Small,Education,Australia,Free,Month-to-month,0.0,0.0,Credit Card,0,1,17.0,83.2,3,6.7,28.6,81,4.6,0,78.2,35.0,0,0,,0
CUST_02690,2023-05-12,Enterprise,Finance,UK,Pro,Annual,241.64,4518.46,Credit Card,0,0,15.0,93.9,1,4.2,36.0,173,7.6,1,53.7,54.0,0,0,,0
CUST_02691,2024-09-14,Medium,Technology,USA,Basic,Month-to-month,45.05,109.77,PayPal,1,0,16.0,96.2,2,0.3,21.1,78,1.2,0,78.4,41.0,0,0,,1
CUST_02692,2024-01-16,Large,Healthcare,USA,Pro,Annual,213.97,2649.14,Invoice,1,1,11.0,64.4,2,1.2,12.2,14,2.0,1,50.5,6.0,0,0,,0
CUST_02693,2023-05-12,Large,Education,Germany,Basic,Month-to-month,54.35,1033.15,PayPal,1,1,11.0,87.1,2,5.4,28.1,46,0.1,1,51.5,45.0,0,1,2024-03-24,1
CUST_02694,2023-01-20,Large,Education,USA,Basic,Month-to-month,43.51,893.16,Invoice,1,0,12.0,61.2,0,1.4,34.2,195,1.1,1,52.5,71.0,1,0,,0
CUST_02695,2024-06-19,Small,Finance,USA,Enterprise,Multi-year,1049.45,7964.57,Invoice,1,1,13.0,46.2,4,1.0,19.4,150,5.0,1,52.0,59.0,0,0,,0
CUST_02696,2023-08-15,Enterprise,Healthcare,USA,Basic,Month-to-month,55.79,879.21,Invoice,2,0,8.0,85.3,1,4.1,30.9,47,14.1,0,60.0,75.0,0,0,,0
CUST_02697,2023-06-03,Small,Technology,USA,Enterprise,Multi-year,1058.49,18495.99,Invoice,1,1,11.0,67.3,2,2.0,45.2,48,0.0,0,71.5,52.0,1,0,,0
CUST_02698,2024-04-13,Small,Healthcare,USA,Free,Month-to-month,0.0,0.0,Invoice,1,1,15.0,78.2,1,3.5,11.7,82,6.3,0,74.3,74.0,1,0,,0
CUST_02699,2024-02-09,Medium,Healthcare,USA,Basic,Month-to-month,53.07,609.44,Invoice,1,1,12.0,37.0,1,0.8,27.9,2,11.1,0,67.4,-17.0,0,1,2024-08-06,0
CUST_02700,2023-07-21,Small,Finance,UK,Free,Month-to-month,0.0,0.0,Credit Card,1,0,14.0,80.3,6,0.5,37.7,40,6.8,0,72.6,72.0,1,0,,0
CUST_02701,2023-02-07,Small,Healthcare,UK,Basic,Month-to-month,51.52,1238.51,Credit Card,1,1,14.0,62.8,1,,7.1,115,3.8,0,74.1,-5.0,0,0,,0
CUST_02702,2023-07-07,Small,Education,USA,Enterprise,Multi-year,972.05,16078.44,PayPal,0,0,13.0,66.9,2,0.2,11.5,33,7.1,0,71.0,83.0,0,0,,0
CUST_02703,2023-02-26,Small,Healthcare,Australia,Pro,Annual,179.64,3285.86,Credit Card,0,1,10.0,63.5,2,0.7,28.9,22,7.8,0,66.1,32.0,0,0,,0
CUST_02704,2023-01-20,Medium,Retail,USA,Enterprise,Multi-year,1163.84,33215.27,PayPal,0,0,10.0,75.0,1,4.4,19.6,151,1.0,0,69.5,28.0,0,0,,0
CUST_02705,2023-09-30,Small,Finance,Germany,Pro,Annual,223.86,3687.23,Credit Card,1,0,15.0,57.3,5,0.8,18.5,374,1.3,1,56.9,16.0,0,0,,0
CUST_02706,2023-04-29,Medium,Education,USA,Free,Month-to-month,0.0,0.0,PayPal,0,0,8.0,48.8,2,5.9,17.4,106,12.0,0,61.0,13.0,1,0,,0
CUST_02707,2024-08-05,Enterprise,Technology,Australia,Free,Month-to-month,0.0,0.0,Credit Card,2,0,6.0,64.5,1,1.5,20.9,92,5.9,0,61.1,6.0,0,0,,0
CUST_02708,2024-05-30,Medium,Healthcare,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,1,11.0,79.6,3,1.8,9.7,77,2.7,0,70.1,26.0,0,0,,0
CUST_02709,2023-08-09,Medium,Retail,UK,Pro,Annual,211.6,4688.49,Invoice,2,0,12.0,30.8,0,1.9,11.1,45,20.0,0,63.0,-6.0,0,0,,0
CUST_02710,2024-06-09,Enterprise,Retail,USA,Basic,Month-to-month,50.19,247.4,Credit Card,0,1,7.0,75.1,1,5.5,23.4,122,2.7,1,44.2,-6.0,0,0,,0
CUST_02711,2024-05-29,Small,Technology,USA,Basic,Month-to-month,49.62,344.24,Invoice,1,0,12.0,37.8,2,4.1,50.0,185,3.8,1,51.1,47.0,0,0,,0
CUST_02712,2024-12-28,Medium,Finance,Canada,Enterprise,Multi-year,1080.87,989.89,Credit Card,0,1,10.0,89.8,2,4.7,23.7,17,2.4,1,48.8,-1.0,0,0,,0
CUST_02713,2023-12-02,Large,Healthcare,Canada,Pro,Annual,184.7,2681.21,Credit Card,0,0,5.0,95.2,6,4.5,36.0,191,1.7,0,61.6,62.0,0,0,,0
CUST_02714,2024-11-28,Enterprise,Finance,Australia,Free,Month-to-month,0.0,0.0,PayPal,0,0,13.0,90.2,2,2.0,29.5,150,3.9,0,72.5,95.0,0,0,,0
CUST_02715,2023-02-24,Medium,Retail,UK,Free,Month-to-month,0.0,0.0,Credit Card,0,0,11.0,48.8,2,5.5,1.5,28,1.9,1,50.6,65.0,1,0,,0
CUST_02716,2024-05-14,Small,Finance,USA,Pro,Annual,183.44,1023.69,Invoice,1,0,12.0,71.8,2,1.8,22.4,66,1.6,1,52.2,24.0,0,0,,0
CUST_02717,2024-06-19,Enterprise,Finance,Germany,Enterprise,Multi-year,912.9,4372.7,Credit Card,1,0,16.0,80.4,1,2.3,4.0,61,0.5,1,58.7,69.0,1,0,,0
CUST_02718,2023-06-11,Small,Technology,Canada,Free,Month-to-month,0.0,0.0,Invoice,0,1,11.0,77.6,0,7.7,27.7,90,3.1,1,49.9,45.0,1,0,,0
CUST_02719,2024-10-31,Small,Technology,USA,Enterprise,Multi-year,1053.55,2249.89,Credit Card,0,0,12.0,69.2,1,1.3,,15,5.5,0,70.3,-58.0,0,0,,0
CUST_02720,2024-08-16,Small,Retail,Germany,Basic,Month-to-month,45.29,163.78,PayPal,3,1,12.0,63.5,5,2.4,26.2,217,0.2,1,52.9,13.0,0,0,,1
CUST_02721,2023-06-08,Medium,Healthcare,Germany,Enterprise,Multi-year,1009.91,17787.26,Credit Card,0,0,13.0,86.4,0,4.8,54.2,92,1.2,0,73.9,,0,0,,0
CUST_02722,2023-07-07,Large,Healthcare,USA,Pro,Annual,203.85,3817.09,PayPal,1,1,9.0,92.0,2,4.9,35.8,53,6.8,1,45.1,10.0,0,0,,0
CUST_02723,2023-03-01,Large,Finance,USA,Enterprise,Multi-year,730.69,21434.48,PayPal,0,0,9.0,50.5,2,2.7,44.3,107,0.1,0,68.4,10.0,0,0,,0
CUST_02724,2023-11-15,Large,Technology,USA,Pro,Annual,193.89,2502.8,Credit Card,1,0,,96.8,5,0.8,39.2,59,3.1,0,72.9,14.0,0,0,,0
CUST_02725,2023-07-30,Small,Finance,Canada,Free,Month-to-month,0.0,0.0,Invoice,0,1,5.0,88.0,1,4.4,28.8,54,5.8,0,59.6,46.0,0,0,,1
CUST_02726,2024-02-10,Medium,Technology,Canada,Free,Month-to-month,0.0,0.0,Credit Card,2,1,16.0,79.3,3,5.7,21.3,20,22.5,0,67.7,69.0,0,0,,0
CUST_02727,2024-10-25,Large,Retail,Canada,Pro,Annual,204.75,462.65,Invoice,0,0,15.0,68.4,3,0.4,38.8,94,3.3,1,55.9,-4.0,0,0,,0
CUST_02728,2023-04-19,Medium,Education,Canada,Free,Month-to-month,0.0,0.0,Credit Card,0,0,,72.4,3,,31.3,101,1.0,0,75.5,-34.0,0,0,,0
CUST_02729,2023-03-17,Enterprise,Education,USA,Free,Month-to-month,0.0,0.0,Invoice,0,0,11.0,66.4,2,0.3,56.6,174,2.2,0,70.4,13.0,0,0,,0
CUST_02730,2024-06-25,Large,Healthcare,USA,Free,Month-to-month,0.0,0.0,Credit Card,0,0,12.0,56.6,3,4.1,19.3,14,9.6,1,48.2,15.0,0,0,,1
CUST_02731,2023-11-10,Medium,Healthcare,Germany,Basic,Month-to-month,50.07,839.17,Invoice,0,0,10.0,86.6,0,2.4,4.0,3,16.6,0,61.7,24.0,0,0,,0
CUST_02732,2023-04-27,Small,Education,Germany,Basic,Month-to-month,44.19,748.57,PayPal,2,1,11.0,68.8,0,0.1,21.9,13,0.8,0,71.1,93.0,0,0,,0
CUST_02733,2024-12-04,Medium,Healthcare,USA,Enterprise,Multi-year,910.48,1007.15,Credit Card,1,0,16.0,70.0,4,,19.3,264,9.1,0,74.4,27.0,1,0,,1
CUST_02734,2023-01-19,Enterprise,Healthcare,USA,Enterprise,Multi-year,945.55,25815.3,Credit Card,0,0,12.0,79.2,0,3.5,4.6,31,2.9,1,51.6,59.0,1,0,,0
CUST_02735,2024-03-07,Small,Healthcare,USA,Enterprise,Multi-year,1020.91,11577.53,PayPal,0,0,10.0,78.5,3,2.8,48.7,29,13.3,1,43.3,-34.0,0,0,,0
CUST_02736,2024-11-15,Large,Retail,USA,Pro,Annual,166.25,164.38,Credit Card,0,0,12.0,77.0,2,0.2,27.9,9,11.7,1,47.2,50.0,0,0,,0
CUST_02737,2023-12-16,Small,Healthcare,USA,Enterprise,Multi-year,805.67,7278.37,Credit Card,0,0,10.0,41.5,9,3.4,23.8,149,2.2,0,68.9,-77.0,1,0,,0
CUST_02738,2023-07-02,Medium,Retail,USA,Pro,Annual,213.29,3788.63,PayPal,0,0,13.0,79.6,3,2.4,31.7,92,11.6,0,68.7,64.0,0,0,,0
CUST_02739,2023-04-23,Medium,Retail,USA,Enterprise,Multi-year,945.71,14080.3,Invoice,0,0,15.0,54.4,0,4.5,10.2,6,20.1,0,67.4,56.0,0,0,,1
CUST_02740,2023-07-02,Medium,Retail,Canada,Free,Month-to-month,0.0,0.0,Invoice,0,0,9.0,65.6,4,3.4,41.9,22,5.1,1,45.9,-13.0,0,0,,1
CUST_02741,2024-04-25,Large,Finance,Germany,Enterprise,Multi-year,893.42,7014.73,Invoice,0,0,22.0,80.9,2,3.7,33.4,152,2.3,1,66.8,100.0,0,0,,0
CUST_02742,2023-05-26,Small,Retail,Germany,Free,Month-to-month,0.0,0.0,Invoice,1,1,11.0,52.8,2,2.4,61.8,11,0.9,0,71.1,92.0,0,0,,0
CUST_02743,2024-09-19,Small,Technology,Canada,Basic,Month-to-month,54.51,154.07,Invoice,1,0,12.0,76.7,3,3.6,26.7,84,6.5,0,69.7,36.0,1,0,,0
CUST_02744,2023-04-23,Large,Education,Canada,Basic,Month-to-month,54.93,858.87,Credit Card,1,0,11.0,68.8,3,6.2,12.3,62,3.4,1,49.8,-7.0,0,0,,0
CUST_02745,2024-04-20,Small,Finance,UK,Basic,Month-to-month,49.32,379.48,Credit Card,1,0,4.0,75.7,4,5.4,38.0,14,9.5,0,56.2,66.0,0,0,,1
CUST_02746,2023-10-30,Medium,Finance,USA,Pro,Annual,175.71,2395.4,Credit Card,0,0,12.0,66.5,2,1.0,16.1,166,1.1,1,52.4,12.0,0,0,,0
CUST_02747,2023-04-28,Small,Retail,Canada,Basic,Month-to-month,39.95,852.92,Invoice,0,0,13.0,80.1,0,2.4,29.0,109,1.5,0,73.8,20.0,0,0,,0
CUST_02748,2023-06-10,Small,Healthcare,USA,Pro,Annual,197.04,3600.11,PayPal,0,1,11.0,41.9,2,3.9,19.0,143,3.6,0,69.7,48.0,0,0,,0
CUST_02749,2024-02-05,Medium,Finance,USA,Basic,Month-to-month,53.42,516.6,Credit Card,1,0,6.0,63.4,2,5.4,11.8,210,1.1,0,63.4,65.0,1,0,,0
CUST_02750,2023-07-17,Large,Technology,UK,Free,Month-to-month,0.0,0.0,Credit Card,2,1,11.0,58.9,1,4.6,22.6,6,3.0,1,50.0,14.0,0,0,,1
CUST_02751,2023-09-17,Small,Education,USA,Pro,Annual,213.94,3710.72,Invoice,0,1,11.0,90.2,3,5.8,38.4,31,1.9,1,50.5,-54.0,1,0,,1
CUST_02752,2024-10-21,Small,Technology,Australia,Basic,Month-to-month,40.97,85.8,Credit Card,0,0,13.0,55.3,2,4.0,17.7,29,3.2,0,72.9,-13.0,1,0,,0
CUST_02753,2023-02-16,Small,Technology,Germany,Basic,Month-to-month,49.14,1024.56,PayPal,0,0,15.0,60.3,1,0.9,33.2,77,2.9,0,76.0,-15.0,1,0,,0
CUST_02754,2024-02-03,Medium,Retail,USA,Free,Month-to-month,0.0,0.0,Credit Card,1,1,,80.6,2,2.6,31.9,193,1.3,1,47.8,33.0,0,0,,0
